adapter_id,acut_id,harness_name,model_or_agent_name,task_id,split,attempt,submission_status,terminal_status,verifier_exit_code,scoreable_cell,agent_failure,harness_error
codex_workspace,codex_workspace_gpt_5_4_mini,codex,gpt-5.4-mini,boltons__v2__009,B_eval,1,submitted,verified_fail,1,True,True,False
codex_workspace,codex_workspace_gpt_5_4_mini,codex,gpt-5.4-mini,boltons__v2__076,B_eval,1,submitted,verified_fail,1,True,True,False
codex_workspace,codex_workspace_gpt_5_4_mini,codex,gpt-5.4-mini,boltons__v2__103,B_eval,1,submitted,verified_fail,1,True,True,False
codex_workspace,codex_workspace_gpt_5_4_mini,codex,gpt-5.4-mini,boltons__v2__122,H_future,1,submitted,verified_fail,1,True,True,False
codex_workspace,codex_workspace_gpt_5_4_mini,codex,gpt-5.4-mini,boltons__v2__128,B_eval,1,submitted,verified_fail,1,True,True,False
codex_workspace,codex_workspace_gpt_5_4_mini,codex,gpt-5.4-mini,boltons__v2__132,H_future,1,submitted,verified_fail,1,True,True,False
codex_workspace,codex_workspace_gpt_5_4_mini,codex,gpt-5.4-mini,boltons__v2__154,B_eval,1,submitted,verified_fail,1,True,True,False
codex_workspace,codex_workspace_gpt_5_4_mini,codex,gpt-5.4-mini,boltons__v2__231,B_eval,1,submitted,verified_fail,1,True,True,False
codex_workspace,codex_workspace_gpt_5_4_mini,codex,gpt-5.4-mini,boltons__v2__232,H_future,1,submitted,verified_fail,1,True,True,False
