row_id,source_id,source_kind,source_role,evaluation_layer,window_id,origin_id,origin_time,repo,target_repo,task_id,stable_cluster_id,stage_role,task_time,source,source_cluster,module_bucket,path_bucket,test_bucket,task_type,change_size_proxy,difficulty_bucket,recency_bucket,quality_score,risk_flag,flaky_flag,oracle_status,historical_difficulty,historical_disagreement,pairwise_informativeness,metadata_informativeness,development_outcome_difficulty,development_outcome_disagreement,feature_leakage_status,allowed_for_final_scoring,feature_leakage_notes
boltons_demo_development|holdout|boltons__clean_ext__017,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__clean_ext__017,clean_outcome_unseen:timeutils,holdout,2022-12-07T18:22:36-08:00,clean_outcome_unseen,clean_outcome_unseen:timeutils,timeutils,boltons,pytest_unit,unknown,small,small,middle_2019_2022,1.0,False,False,usable,0.25,,,0.050366,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
boltons_demo_development|holdout|boltons__hist__019,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__019,canonical_history:ioutils,holdout,2022-12-08T03:45:47-06:00,canonical_history,canonical_history:ioutils,ioutils,boltons,pytest_unit,unknown,small,small,middle_2019_2022,1.0,False,False,usable,0.25,,,0.083104,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
boltons_demo_development|holdout|boltons__hist__020,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__020,canonical_history:timeutils,holdout,2022-12-08T15:51:37+06:00,canonical_history,canonical_history:timeutils,timeutils,boltons,pytest_unit,unknown,small,small,middle_2019_2022,1.0,False,False,usable,0.25,,,0.083104,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
boltons_demo_development|holdout|boltons__hist__022,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__022,canonical_history:iterutils,holdout,2023-02-20T07:22:09+01:00,canonical_history,canonical_history:iterutils,iterutils,boltons,pytest_unit,unknown,small,small,recent_2023_or_later,1.0,False,False,usable,0.25,,,0.160027,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
boltons_demo_development|holdout|boltons__hist__023,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__023,canonical_history:tbutils,holdout,2023-04-02T15:11:27-04:00,canonical_history,canonical_history:tbutils,tbutils,boltons,pytest_unit,unknown,small,small,recent_2023_or_later,1.0,False,False,usable,0.25,,,0.083104,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
boltons_demo_development|holdout|boltons__hist__024,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__024,canonical_history:dictutils,holdout,2023-04-20T18:29:33-07:00,canonical_history,canonical_history:dictutils,dictutils,boltons,pytest_unit,unknown,small,small,recent_2023_or_later,1.0,False,False,usable,0.25,,,0.121566,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
boltons_demo_development|holdout|boltons__hist__025,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__025,canonical_history:funcutils,holdout,2023-04-21T13:05:37+05:30,canonical_history,canonical_history:funcutils,funcutils,boltons,pytest_unit,unknown,small,small,recent_2023_or_later,1.0,False,False,usable,0.25,,,0.160027,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
boltons_demo_development|holdout|boltons__hist__026,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__026,canonical_history:dictutils,holdout,2023-05-07T01:25:38+08:00,canonical_history,canonical_history:dictutils,dictutils,boltons,pytest_unit,unknown,small,small,recent_2023_or_later,1.0,False,False,usable,0.25,,,0.121566,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
boltons_demo_development|holdout|boltons__hist__027,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__027,canonical_history:cacheutils,holdout,2023-10-29T21:31:16-07:00,canonical_history,canonical_history:cacheutils,cacheutils,boltons,pytest_unit,unknown,small,small,recent_2023_or_later,1.0,False,False,usable,0.25,,,0.083104,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
boltons_demo_development|holdout|boltons__hist__028,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__028,canonical_history:iterutils,holdout,2023-10-31T11:31:12-07:00,canonical_history,canonical_history:iterutils,iterutils,boltons,pytest_unit,unknown,small,small,recent_2023_or_later,1.0,False,False,usable,0.25,,,0.160027,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
boltons_demo_development|selection|boltons__supply_expansion_20260526__001,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__supply_expansion_20260526__001,supply_expansion_20260526:tbutils,selection,2015-04-19T00:13:33-07:00,supply_expansion_20260526,supply_expansion_20260526:tbutils,tbutils,boltons,pytest_unit,unknown,medium,medium,legacy_2018_or_earlier,1.0,False,False,usable,0.5,,,0.825046,1.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__supply_expansion_20260526__002,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__supply_expansion_20260526__002,supply_expansion_20260526:tbutils,selection,2015-04-19T00:30:30-07:00,supply_expansion_20260526,supply_expansion_20260526:tbutils,tbutils,boltons,pytest_unit,unknown,small,small,legacy_2018_or_earlier,1.0,False,False,usable,0.25,,,0.575046,0.5,1.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__supply_expansion_20260526__003,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__supply_expansion_20260526__003,supply_expansion_20260526:tbutils,selection,2015-04-20T13:52:04-07:00,supply_expansion_20260526,supply_expansion_20260526:tbutils,tbutils,boltons,pytest_unit,unknown,small,small,legacy_2018_or_earlier,1.0,False,False,usable,0.25,,,0.575046,0.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__supply_expansion_20260526__004,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__supply_expansion_20260526__004,supply_expansion_20260526:tbutils,selection,2015-04-20T13:52:53-07:00,supply_expansion_20260526,supply_expansion_20260526:tbutils,tbutils,boltons,pytest_unit,unknown,small,small,legacy_2018_or_earlier,1.0,False,False,usable,0.25,,,0.575046,0.75,1.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__supply_expansion_20260526__006,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__supply_expansion_20260526__006,supply_expansion_20260526:cacheutils,selection,2015-05-01T09:16:13+08:00,supply_expansion_20260526,supply_expansion_20260526:cacheutils,cacheutils,boltons,pytest_unit,unknown,small,small,legacy_2018_or_earlier,1.0,False,False,usable,0.25,,,0.459661,0.25,1.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__supply_expansion_20260526__019,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__supply_expansion_20260526__019,supply_expansion_20260526:iterutils,selection,2015-07-30T11:07:00+02:00,supply_expansion_20260526,supply_expansion_20260526:iterutils,iterutils,boltons,pytest_unit,unknown,small,small,legacy_2018_or_earlier,1.0,False,False,usable,0.25,,,0.4212,0.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__supply_expansion_20260526__048,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__supply_expansion_20260526__048,supply_expansion_20260526:strutils,selection,2016-05-23T13:39:22+08:00,supply_expansion_20260526,supply_expansion_20260526:strutils,strutils,boltons,pytest_unit,unknown,small,small,legacy_2018_or_earlier,1.0,False,False,usable,0.25,,,0.4212,0.5,1.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__supply_expansion_20260526__066,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__supply_expansion_20260526__066,supply_expansion_20260526:tbutils,selection,2017-01-16T11:01:53-06:00,supply_expansion_20260526,supply_expansion_20260526:tbutils,tbutils,boltons,pytest_unit,unknown,small,small,legacy_2018_or_earlier,1.0,False,False,usable,0.25,,,0.575046,0.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__supply_expansion_20260526__093,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__supply_expansion_20260526__093,supply_expansion_20260526:timeutils,selection,2018-10-11T12:54:38+05:30,supply_expansion_20260526,supply_expansion_20260526:timeutils,timeutils,boltons,pytest_unit,unknown,small,small,legacy_2018_or_earlier,1.0,False,False,usable,0.25,,,0.4212,0.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__supply_expansion_20260526__095,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__supply_expansion_20260526__095,supply_expansion_20260526:cacheutils,selection,2018-10-17T00:38:58Z,supply_expansion_20260526,supply_expansion_20260526:cacheutils,cacheutils,boltons,pytest_unit,unknown,small,small,legacy_2018_or_earlier,1.0,False,False,usable,0.25,,,0.459661,0.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__supply_expansion_20260526__107,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__supply_expansion_20260526__107,supply_expansion_20260526:mathutils,selection,2019-02-09T00:09:14-08:00,supply_expansion_20260526,supply_expansion_20260526:mathutils,mathutils,boltons,pytest_unit,unknown,small,small,middle_2019_2022,1.0,False,False,usable,0.25,,,0.2712,1.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__clean_ext__001,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__clean_ext__001,clean_outcome_unseen:iterutils,selection,2020-01-06T22:29:17-08:00,clean_outcome_unseen,clean_outcome_unseen:iterutils,iterutils,boltons,pytest_unit,unknown,small,small,middle_2019_2022,1.0,False,False,usable,0.25,,,0.050366,0.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__hist__006,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__006,canonical_history:funcutils,selection,2020-03-25T10:22:48-04:00,canonical_history,canonical_history:funcutils,funcutils,boltons,pytest_unit,unknown,small,small,middle_2019_2022,1.0,False,False,usable,0.25,,,0.160027,1.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__hist__007,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__007,canonical_history:socketutils,selection,2020-03-28T09:38:32+01:00,canonical_history,canonical_history:socketutils,socketutils,boltons,pytest_unit,unknown,small,small,middle_2019_2022,1.0,False,False,usable,0.25,,,0.083104,0.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__clean_ext__008,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__clean_ext__008,clean_outcome_unseen:setutils,selection,2020-03-29T19:27:42-07:00,clean_outcome_unseen,clean_outcome_unseen:setutils,setutils,boltons,pytest_unit,unknown,small,small,middle_2019_2022,1.0,False,False,usable,0.25,,,0.088828,0.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__clean_ext__010,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__clean_ext__010,clean_outcome_unseen:setutils,selection,2020-04-21T02:03:26-07:00,clean_outcome_unseen,clean_outcome_unseen:setutils,setutils,boltons,pytest_unit,unknown,small,small,middle_2019_2022,1.0,False,False,usable,0.25,,,0.088828,0.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__hist__011,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__011,canonical_history:iterutils,selection,2020-06-22T01:19:35-04:00,canonical_history,canonical_history:iterutils,iterutils,boltons,pytest_unit,unknown,small,small,middle_2019_2022,1.0,False,False,usable,0.25,,,0.160027,0.75,1.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__hist__013,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__013,canonical_history:funcutils,selection,2021-02-21T22:35:25-08:00,canonical_history,canonical_history:funcutils,funcutils,boltons,pytest_unit,unknown,small,small,middle_2019_2022,1.0,False,False,usable,0.25,,,0.160027,0.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__hist__014,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__014,canonical_history:fileutils+jsonutils,selection,2021-05-15T00:08:53-07:00,canonical_history,canonical_history:fileutils+jsonutils,fileutils+jsonutils,boltons,pytest_unit,unknown,medium,medium,middle_2019_2022,1.0,False,False,usable,0.5,,,0.333104,0.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
boltons_demo_development|selection|boltons__hist__017,boltons_demo_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,boltons_selection_holdout_2026_06_14,boltons_selection_holdout_2026_06_14,2022-01-16T07:08:40+08:00,boltons,mahmoud/boltons,boltons__hist__017,canonical_history:urlutils,selection,2022-01-16T07:08:40+08:00,canonical_history,canonical_history:urlutils,urlutils,boltons,pytest_unit,unknown,small,small,middle_2019_2022,1.0,False,False,usable,0.25,,,0.083104,0.0,0.0,metadata_only,True,Metadata fields are final-allowed; development_outcome_* fields are development-only and never allowed for final selector scoring.
phase1_blocked_split_heldout_development|holdout|attrs::attrs__v2__052,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,attrs,attrs,attrs::attrs__v2__052,attrs:attrs:_make,holdout,2015-12-19T13:43:07+01:00,repo_history_v2_commit_with_tests,attrs:attrs:_make,_make,single_module,issue_or_pr,issue_or_pr_context,small,unknown,legacy_2018_or_earlier,1.0,False,False,usable,0.5,,,2.394048,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
phase1_blocked_split_heldout_development|holdout|attrs::attrs__v2__158,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,attrs,attrs,attrs::attrs__v2__158,attrs:attrs:_make,holdout,2019-02-02T08:32:01-05:00,repo_history_v2_pr_issue_with_tests,attrs:attrs:_make,_make,single_module,issue_or_pr,issue_or_pr_context,small,unknown,middle_2019_2022,1.0,False,False,usable,0.5,,,2.5,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
phase1_blocked_split_heldout_development|holdout|attrs::attrs__v2__210,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,attrs,attrs,attrs::attrs__v2__210,attrs:attrs:_make,holdout,2020-09-05T09:46:06+02:00,repo_history_v2_pr_issue_with_tests,attrs:attrs:_make,_make,single_module,issue_or_pr,issue_or_pr_context,small,unknown,middle_2019_2022,1.0,False,False,usable,0.5,,,2.5,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
phase1_blocked_split_heldout_development|holdout|attrs::attrs__v2__218,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,attrs,attrs,attrs::attrs__v2__218,attrs:attrs:_make,holdout,2020-12-13T09:30:06-06:00,repo_history_v2_pr_issue_with_tests,attrs:attrs:_make,_make,multi_module,issue_or_pr,public_issue_and_pr_context_repaired,medium,medium,middle_2019_2022,0.0,False,False,usable,0.5,,,2.75,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
phase1_blocked_split_heldout_development|holdout|attrs::attrs__v2__220,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,attrs,attrs,attrs::attrs__v2__220,attrs:attrs:_make,holdout,2020-12-21T06:39:58+01:00,repo_history_v2_pr_issue_with_tests,attrs:attrs:_make,_make,single_module,issue_or_pr,issue_or_pr_context,small,unknown,middle_2019_2022,1.0,False,False,usable,0.5,,,2.5,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
phase1_blocked_split_heldout_development|holdout|attrs::attrs__v2__223,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,attrs,attrs,attrs::attrs__v2__223,attrs:attrs:_make,holdout,2021-01-11T08:44:16+02:00,repo_history_v2_pr_issue_with_tests,attrs:attrs:_make,_make,single_module,issue_or_pr,issue_or_pr_context,small,unknown,middle_2019_2022,1.0,False,False,usable,0.5,,,2.5,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
phase1_blocked_split_heldout_development|holdout|attrs::attrs__v2__244,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,attrs,attrs,attrs::attrs__v2__244,attrs:attrs:_funcs,holdout,2021-05-06T15:26:27+02:00,repo_history_v2_pr_issue_with_tests,attrs:attrs:_funcs,_funcs,single_module,issue_or_pr,issue_or_pr_context,small,unknown,middle_2019_2022,1.0,False,False,usable,0.5,,,1.115385,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
phase1_blocked_split_heldout_development|holdout|attrs::attrs__v2__253,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,attrs,attrs,attrs::attrs__v2__253,attrs:attrs:_make,holdout,2021-09-22T21:58:32+02:00,repo_history_v2_pr_issue_with_tests,attrs:attrs:_make,_make,single_module,issue_or_pr,issue_or_pr_context,small,unknown,middle_2019_2022,1.0,False,False,usable,0.5,,,2.5,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
phase1_blocked_split_heldout_development|holdout|attrs::attrs__v2__261,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,attrs,attrs,attrs::attrs__v2__261,attrs:attrs:validators,holdout,2021-11-30T05:32:24Z,repo_history_v2_pr_issue_with_tests,attrs:attrs:validators,validators,single_module,issue_or_pr,issue_or_pr_context,medium,unknown,middle_2019_2022,1.0,False,False,usable,0.5,,,0.942308,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
phase1_blocked_split_heldout_development|holdout|attrs::attrs__v2__264,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,attrs,attrs,attrs::attrs__v2__264,attrs:attrs:_funcs,holdout,2021-12-16T09:01:51+01:00,repo_history_v2_pr_issue_with_tests,attrs:attrs:_funcs,_funcs,single_module,issue_or_pr,issue_or_pr_context,medium,unknown,middle_2019_2022,1.0,False,False,usable,0.5,,,1.365385,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
phase1_blocked_split_heldout_development|holdout|boltons::boltons__v2__006,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,boltons,boltons,boltons::boltons__v2__006,boltons:boltons:tbutils,holdout,2015-04-19T00:13:33-07:00,repo_history_v2_pr_issue_with_tests,boltons:boltons:tbutils,tbutils,single_module,issue_or_pr,issue_or_pr_context,medium,unknown,legacy_2018_or_earlier,1.0,False,False,usable,0.5,,,1.438462,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
phase1_blocked_split_heldout_development|holdout|boltons::boltons__v2__091,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,boltons,boltons,boltons::boltons__v2__091,boltons:boltons:ioutils,holdout,2016-10-24T07:19:32-05:00,repo_history_v2_commit_with_tests,boltons:boltons:ioutils,ioutils,single_module,issue_or_pr,issue_or_pr_context,small,unknown,legacy_2018_or_earlier,1.0,False,False,usable,0.5,,,0.894048,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
phase1_blocked_split_heldout_development|holdout|boltons::boltons__v2__093,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,boltons,boltons,boltons::boltons__v2__093,boltons:boltons:ioutils,holdout,2016-10-24T09:13:19-05:00,repo_history_v2_commit_with_tests,boltons:boltons:ioutils,ioutils,single_module,issue_or_pr,issue_or_pr_context,small,unknown,legacy_2018_or_earlier,1.0,False,False,usable,0.5,,,0.894048,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
phase1_blocked_split_heldout_development|holdout|boltons::boltons__v2__122,phase1_blocked_split_heldout_development,no_paid_committed_sanitized_outcomes,development_bakeoff,development,blocked_split_heldout,blocked_split_heldout,2026-04-30T01:37:31+02:00,boltons,boltons,boltons::boltons__v2__122,boltons:boltons:funcutils,holdout,2017-04-13T23:58:21-07:00,repo_history_v2_pr_issue_with_tests,boltons:boltons:funcutils,funcutils,single_module,issue_or_pr,issue_or_pr_context,small,unknown,legacy_2018_or_earlier,1.0,False,False,usable,0.5,,,1.073077,,,metadata_only,True,No leakage-safe historical Agent-disagreement matrix is available; final scoring uses metadata-only fields.
